Boligtype & Adresse,Købesum,Dato & Type,m² & Kr. / m²,Vær.,Byggeår,Den procentuelle forskel mellem seneste udbudspris og salgsprisen %,Unnamed: 7
"EjerlejlighedEEjerlejlighed Ved Egedam 1, 1. 4  3400 Hillerød",2.850.000 kr.,23-10-2025Alm. Salg,114 m² 25.000 kr/m²,3,1975,-5%,Aktuel værdi
"EjerlejlighedEEjerlejlighed Holmehusvej 66, st.  5000 Odense C",2.900.000 kr.,23-10-2025Alm. Salg,89 m² 32.584 kr/m²,4,1950,-3%,Aktuel værdi
VillaVVilla Vestre Alle 1  6780 Skærbæk,798.000 kr.,23-10-2025Alm. Salg,141 m² 5.660 kr/m²,3,1952,-6%,Aktuel værdi
"EjerlejlighedEEjerlejlighed Lærkevej 16, 2. th  2400 København NV",1.692.000 kr.,23-10-2025Fam. Salg,64 m² 26.438 kr/m²,2,1925,,Aktuel værdi
"VillaVVilla Vedøvej 3, Vedø  8560 Kolind",800.000 kr.,23-10-2025Fam. Salg,194 m² 4.124 kr/m²,7,1935,,Aktuel værdi
"RækkehusRRækkehus Kløvermarken 18, Hvalsø  4330 Hvalsø",44.300.000 kr.,23-10-2025Andet,98 m² 452.041 kr/m²,4,1992,,Aktuel værdi
"RækkehusRRækkehus Kløvermarken 5, Hvalsø  4330 Hvalsø",44.300.000 kr.,23-10-2025Andet,67 m² 661.194 kr/m²,2,1992,,Aktuel værdi
"LandejendomLLandejendom Smedevej 2, Drenderup  6580 Vamdrup",150.000 kr.,23-10-2025Alm. Salg,115 m² 1.304 kr/m²,5,1897,,Aktuel værdi
VillaVVilla Banevang 2  8500 Grenaa,750.000 kr.,23-10-2025Alm. Salg,104 m² 7.212 kr/m²,3,0,,Aktuel værdi
"RækkehusRRækkehus Vandflodvej 2, 2  6857 Blåvand",2.308.000 kr.,23-10-2025Alm. Salg,90 m² 25.644 kr/m²,3,2005,,Aktuel værdi
"VillaVVilla Næstegårdvænget 21, Løvel  8830 Tjele",1.695.000 kr.,23-10-2025Alm. Salg,207 m² 8.188 kr/m²,8,1976,,Aktuel værdi
"FritidshusFFritidshus Mågevænget 16, Kyndeløse  4070 Kirke Hyllinge",1.095.000 kr.,23-10-2025Alm. Salg,82 m² 13.354 kr/m²,4,1980,,Aktuel værdi
"VillaVVilla Havrevej 6, Esbønderup  3230 Græsted",2.150.000 kr.,23-10-2025Alm. Salg,124 m² 17.339 kr/m²,4,1979,-8%,Aktuel værdi
VillaVVilla Golfparken 1  9800 Hjørring,2.750.000 kr.,23-10-2025Alm. Salg,158 m² 17.405 kr/m²,5,2007,-5%,Aktuel værdi
"VillaVVilla Præstegårdsvej 10, Søften  8382 Hinnerup",6.200.000 kr.,23-10-2025Alm. Salg,173 m² 35.838 kr/m²,4,2020,,Aktuel værdi
VillaVVilla Ærøgade 28  9740 Jerslev J,625.000 kr.,23-10-2025Alm. Salg,95 m² 6.579 kr/m²,3,1965,-4%,Aktuel værdi
VillaVVilla Lundsbjergvej 38  5863 Ferritslev Fyn,965.000 kr.,23-10-2025Alm. Salg,113 m² 8.540 kr/m²,4,1967,-3%,Aktuel værdi
"EjerlejlighedEEjerlejlighed Mejlgade 49, 3. th  8000 Aarhus C",5.025.000 kr.,23-10-2025Alm. Salg,99 m² 50.758 kr/m²,3,1900,-3%,Aktuel værdi
"RækkehusRRækkehus Kløvermarken 2, Hvalsø  4330 Hvalsø",44.300.000 kr.,23-10-2025Andet,86 m² 515.116 kr/m²,3,1993,,Aktuel værdi
VillaVVilla Bjerregårdsparken 26  7560 Hjerm,960.000 kr.,23-10-2025Alm. Salg,114 m² 8.421 kr/m²,4,1978,,Aktuel værdi
RækkehusRRækkehus Vinkelvej 17  8500 Grenaa,1.050.000 kr.,23-10-2025Alm. Salg,90 m² 11.667 kr/m²,4,1971,,Aktuel værdi
VillaVVilla Tåsingevej 2  8370 Hadsten,2.495.000 kr.,23-10-2025Alm. Salg,115 m² 21.696 kr/m²,4,2001,,Aktuel værdi
"FritidshusFFritidshus Græmvej 69, Husby  6990 Ulfborg",1.545.000 kr.,23-10-2025Alm. Salg,94 m² 16.436 kr/m²,3,1990,-6%,Aktuel værdi
VillaVVilla Viggo Barfoeds Alle 40  2750 Ballerup,4.650.000 kr.,22-10-2025Alm. Salg,157 m² 29.618 kr/m²,4,1975,-3%,Aktuel værdi
"VillaVVilla Klokkebakken 15, Gjellerup  7400 Herning",2.125.000 kr.,22-10-2025Alm. Salg,181 m² 11.740 kr/m²,6,1978,-7%,Aktuel værdi
FritidshusFFritidshus Troldeskoven 6  3310 Ølsted,4.605.000 kr.,22-10-2025Alm. Salg,118 m² 39.025 kr/m²,2,1994,-2%,Aktuel værdi
VillaVVilla Egevej 2  4690 Haslev,2.100.000 kr.,22-10-2025Alm. Salg,121 m² 17.355 kr/m²,4,1968,-4%,Aktuel værdi
"FritidshusFFritidshus Knakvej 14, Vedersø  6990 Ulfborg",775.000 kr.,22-10-2025Alm. Salg,100 m² 7.750 kr/m²,4,1974,-13%,Aktuel værdi
"FritidshusFFritidshus Gammeleng 34, Nr Lyngvig  6960 Hvide Sande",4.450.000 kr.,22-10-2025Alm. Salg,117 m² 38.034 kr/m²,4,2025,-3%,Aktuel værdi
RækkehusRRækkehus Alkjærhøj 10  6950 Ringkøbing,1.200.000 kr.,22-10-2025Alm. Salg,98 m² 12.245 kr/m²,3,1958,-11%,Aktuel værdi
VillaVVilla Engdraget 17  5853 Ørbæk,900.000 kr.,22-10-2025Alm. Salg,104 m² 8.654 kr/m²,4,1979,,Aktuel værdi
LandejendomLLandejendom Gl. Frederiksborgvej 77  3450 Allerød,15.800.000 kr.,22-10-2025Alm. Salg,366 m² 43.169 kr/m²,5,1934,,Aktuel værdi
FritidshusFFritidshus Grustoften 29  2650 Hvidovre,1.305.000 kr.,22-10-2025Alm. Salg,21 m² 62.143 kr/m²,1,1944,,Aktuel værdi
RækkehusRRækkehus Toften 112  5330 Munkebo,2.431.563 kr.,22-10-2025Alm. Salg,98 m² 24.812 kr/m²,4,1972,,Aktuel værdi
"VillaVVilla Industrivej 12A, st.  3550 Slangerup",3.900.000 kr.,22-10-2025Alm. Salg,128 m² 30.469 kr/m²,2,1975,,Aktuel værdi
"EjerlejlighedEEjerlejlighed Skibhusvej 61A, 2. th  5000 Odense C",1.725.000 kr.,22-10-2025Alm. Salg,76 m² 22.697 kr/m²,2,1933,-4%,Aktuel værdi
"EjerlejlighedEEjerlejlighed Skolevej 60E, 1.  8464 Galten",634.000 kr.,22-10-2025Alm. Salg,54 m² 11.741 kr/m²,2,1949,,Aktuel værdi
"EjerlejlighedEEjerlejlighed Hobrovej 14, st.  8990 Fårup",269.482 kr.,22-10-2025Andet,62 m² 4.346 kr/m²,3,1950,,Aktuel værdi
"VillaVVilla Pilevangen 1, Lystrup  3550 Slangerup",1.850.000 kr.,22-10-2025Alm. Salg,160 m² 11.563 kr/m²,6,1956,-7%,Aktuel værdi
"EjerlejlighedEEjerlejlighed Tåsingegade 14, st. 4  8200 Aarhus N",1.100.000 kr.,22-10-2025Alm. Salg,33 m² 33.333 kr/m²,1,1939,-4%,Aktuel værdi
"VillaVVilla Marken 15, Tarp  6715 Esbjerg N",1.536.000 kr.,22-10-2025Fam. Salg,132 m² 11.636 kr/m²,5,1984,,Aktuel værdi
"FritidshusFFritidshus Tulipanvænget 7, Lundeborg  5874 Hesselager",1.660.000 kr.,22-10-2025Fam. Salg,78 m² 21.282 kr/m²,3,1979,,Aktuel værdi
"RækkehusRRækkehus Hvedemarken 18, Nr Bjert  6000 Kolding",1.525.000 kr.,22-10-2025Alm. Salg,90 m² 16.944 kr/m²,4,1986,-1%,Aktuel værdi
"EjerlejlighedEEjerlejlighed Hyldegårds Tværvej 3, 1. tv  2920 Charlottenlund",3.950.000 kr.,22-10-2025Alm. Salg,76 m² 51.974 kr/m²,3,1949,,Aktuel værdi
"VillaVVilla Rugårdsvej 520, Korup  5210 Odense NV",1.850.000 kr.,22-10-2025Alm. Salg,108 m² 17.130 kr/m²,4,1985,,Aktuel værdi
"FritidshusFFritidshus Pøt Strandby 381, Østrup  7130 Juelsminde",1.495.000 kr.,22-10-2025Alm. Salg,71 m² 21.056 kr/m²,4,1985,,Aktuel værdi
"VillaVVilla Kirkevejen 158, Hillested  4930 Maribo",460.000 kr.,22-10-2025Alm. Salg,88 m² 5.227 kr/m²,4,1880,0%,Aktuel værdi
FritidshusFFritidshus Havelykkevej 5  4400 Kalundborg,1.800.000 kr.,22-10-2025Alm. Salg,75 m² 24.000 kr/m²,4,2001,-5%,Aktuel værdi
"EjerlejlighedEEjerlejlighed Bellahøjvej 150, st. tv  2720 Vanløse",2.480.000 kr.,22-10-2025Alm. Salg,56 m² 44.286 kr/m²,2,1934,-4%,Aktuel værdi
"FritidshusFFritidshus Bjergfyrvej 4, Kyndeløse  4070 Kirke Hyllinge",1.450.000 kr.,22-10-2025Alm. Salg,66 m² 21.970 kr/m²,6,1970,-3%,Aktuel værdi
VillaVVilla Omorikavej 4  9320 Hjallerup,1.820.000 kr.,22-10-2025Alm. Salg,157 m² 11.592 kr/m²,7,1853,-1%,Aktuel værdi
"FritidshusFFritidshus Bekkasinvej 28, Lodskovvad  9982 Ålbæk",700.000 kr.,22-10-2025Alm. Salg,62 m² 11.290 kr/m²,3,1979,-15%,Aktuel værdi
RækkehusRRækkehus Blåsigvej 80  9800 Hjørring,1.250.000 kr.,22-10-2025Alm. Salg,124 m² 10.081 kr/m²,4,1982,-3%,Aktuel værdi
VillaVVilla Rosnæsvej 34  4900 Nakskov,450.000 kr.,22-10-2025Alm. Salg,126 m² 3.571 kr/m²,5,1960,,Aktuel værdi
"EjerlejlighedEEjerlejlighed Edvard Thomsens Vej 5B, 5. th  2300 København S",6.200.000 kr.,22-10-2025Alm. Salg,119 m² 52.101 kr/m²,4,2007,0%,Aktuel værdi
"VillaVVilla Skovvej 31, Thorning  8620 Kjellerup",2.200.000 kr.,22-10-2025Alm. Salg,210 m² 10.476 kr/m²,4,1905,-4%,Aktuel værdi
"VillaVVilla Ellevej 38, Sorthat-Muleby  3700 Rønne",1.153.000 kr.,22-10-2025Alm. Salg,108 m² 10.676 kr/m²,4,1987,,Aktuel værdi
VillaVVilla Dunhammervej 11  8260 Viby J,4.100.000 kr.,22-10-2025Alm. Salg,128 m² 32.031 kr/m²,5,1967,-5%,Aktuel værdi
"RækkehusRRækkehus Paabyvej 2B, Bramdrupdam  6000 Kolding",1.175.000 kr.,22-10-2025Alm. Salg,86 m² 13.663 kr/m²,3,1986,,Aktuel værdi
"EjerlejlighedEEjerlejlighed Rahbeks Alle 34, 1. tv  1801 Frederiksberg C",8.720.000 kr.,22-10-2025Alm. Salg,100 m² 87.200 kr/m²,4,1840,3%,Aktuel værdi
"LandejendomLLandejendom Europavej 18, Tuen  9881 Bindslev",1.165.000 kr.,22-10-2025Alm. Salg,160 m² 7.281 kr/m²,4,1850,,Aktuel værdi
RækkehusRRækkehus Pilehusene 34  2600 Glostrup,3.351.000 kr.,22-10-2025Alm. Salg,110 m² 30.464 kr/m²,4,1973,2%,Aktuel værdi
VillaVVilla Dalgade 4B  7100 Vejle,1.450.000 kr.,22-10-2025Alm. Salg,144 m² 10.069 kr/m²,5,1916,-17%,Aktuel værdi
"EjerlejlighedEEjerlejlighed Engtoften 10, 1. 1  8260 Viby J",1.465.000 kr.,22-10-2025Alm. Salg,49 m² 29.898 kr/m²,2,2006,,Aktuel værdi
"EjerlejlighedEEjerlejlighed Bryggen 3, 2. th  6950 Ringkøbing",3.495.000 kr.,22-10-2025Alm. Salg,143 m² 24.441 kr/m²,3,2001,,Aktuel værdi
"EjerlejlighedEEjerlejlighed Teglgårdsvej 419, 1. th  3050 Humlebæk",1.650.000 kr.,22-10-2025Alm. Salg,91 m² 18.132 kr/m²,4,1976,-1%,Aktuel værdi
"VillaVVilla Fredensgade 14, Holsted St  6670 Holsted",1.025.000 kr.,22-10-2025Alm. Salg,171 m² 5.994 kr/m²,4,1913,-4%,Aktuel værdi
"VillaVVilla Fuglsbøllevejen 16, Fuglsbølle  5900 Rudkøbing",575.000 kr.,22-10-2025Alm. Salg,172 m² 3.343 kr/m²,6,1917,-17%,Aktuel værdi
"VillaVVilla Knødbjerg 8, Årslev  5792 Årslev",1.850.000 kr.,22-10-2025Andet,145 m² 12.759 kr/m²,6,1963,,Aktuel værdi
"EjerlejlighedEEjerlejlighed Nørre Boulevard 122, 1. th  4600 Køge",1.650.000 kr.,22-10-2025Alm. Salg,60 m² 27.500 kr/m²,2,1940,-1%,Aktuel værdi
VillaVVilla Overholm 20A  8700 Horsens,1.300.000 kr.,22-10-2025Alm. Salg,144 m² 9.028 kr/m²,5,1972,-7%,Aktuel værdi
VillaVVilla Agerhønevej 52  4200 Slagelse,2.495.000 kr.,22-10-2025Alm. Salg,110 m² 22.682 kr/m²,3,2022,,Aktuel værdi
"VillaVVilla Stestrupvej 140, Stestrup  4360 Kirke Eskilstrup",1.000.000 kr.,22-10-2025Fam. Salg,200 m² 5.000 kr/m²,6,1971,,Aktuel værdi
RækkehusRRækkehus Bethesdavej 41C  8200 Aarhus N,4.995.000 kr.,22-10-2025Alm. Salg,116 m² 43.060 kr/m²,4,1965,,Aktuel værdi
"VillaVVilla Foldagervej 21, Ørre  7400 Herning",1.200.000 kr.,22-10-2025Alm. Salg,160 m² 7.500 kr/m²,5,1983,-4%,Aktuel værdi
VillaVVilla Strandgårdsparken 194  5600 Faaborg,2.200.000 kr.,22-10-2025Fam. Salg,265 m² 8.302 kr/m²,8,1980,,Aktuel værdi
"FritidshusFFritidshus Finhvalvej 2, Lyngby  9480 Løkken",1.675.000 kr.,22-10-2025Alm. Salg,94 m² 17.819 kr/m²,4,2010,-1%,Aktuel værdi
VillaVVilla Søvang 29  2970 Hørsholm,8.500.000 kr.,22-10-2025Alm. Salg,162 m² 52.469 kr/m²,5,1966,-4%,Aktuel værdi
VillaVVilla Grønvangsvej 37  6700 Esbjerg,2.050.000 kr.,22-10-2025Alm. Salg,97 m² 21.134 kr/m²,4,1961,-5%,Aktuel værdi
VillaVVilla Skolegade 24  7673 Harboøre,275.000 kr.,22-10-2025Alm. Salg,100 m² 2.254 kr/m²,4,1961,-15%,Aktuel værdi
RækkehusRRækkehus Latyrusvænget 4  5700 Svendborg,1.000.000 kr.,22-10-2025Alm. Salg,81 m² 12.346 kr/m²,3,1981,-9%,Aktuel værdi
RækkehusRRækkehus Tornegårdsvej 40  2620 Albertslund,3.815.000 kr.,22-10-2025Alm. Salg,119 m² 32.059 kr/m²,4,2014,-2%,Aktuel værdi
VillaVVilla Skamlingvejen 119  6091 Bjert,1.609.000 kr.,22-10-2025Alm. Salg,177 m² 9.090 kr/m²,5,1868,,Aktuel værdi
VillaVVilla Havrevænget 35  4690 Haslev,2.175.000 kr.,22-10-2025Alm. Salg,154 m² 14.123 kr/m²,6,1969,-5%,Aktuel værdi
"EjerlejlighedEEjerlejlighed Holger Danskes Vej 45, 2. 21  2000 Frederiksberg",2.020.000 kr.,22-10-2025Fam. Salg,70 m² 28.857 kr/m²,3,1967,,Aktuel værdi
"FritidshusFFritidshus Strandvejen 170, Tranum  9460 Brovst",2.100.000 kr.,22-10-2025Alm. Salg,63 m² 33.333 kr/m²,3,1974,-8%,Aktuel værdi
VillaVVilla Nysøgård 175  4230 Skælskør,1.345.000 kr.,22-10-2025Alm. Salg,104 m² 12.933 kr/m²,3,1985,,Aktuel værdi
FritidshusFFritidshus Alrunevej 11  4874 Gedser,600.000 kr.,22-10-2025Alm. Salg,48 m² 12.500 kr/m²,3,1968,-14%,Aktuel værdi
VillaVVilla Capellavej 22  8270 Højbjerg,6.010.000 kr.,22-10-2025Alm. Salg,115 m² 52.261 kr/m²,4,1960,0%,Aktuel værdi
VillaVVilla Husmandsvejen 21  3250 Gilleleje,2.450.000 kr.,22-10-2025Alm. Salg,94 m² 26.064 kr/m²,2,1987,-17%,Aktuel værdi
"VillaVVilla Tingstedvejen 12, Aarsballe  3700 Rønne",675.000 kr.,22-10-2025Alm. Salg,106 m² 6.368 kr/m²,5,1960,,Aktuel værdi
"RækkehusRRækkehus Løkkevej 18, Sanderum  5250 Odense SV",2.375.000 kr.,22-10-2025Alm. Salg,100 m² 23.750 kr/m²,4,1965,-5%,Aktuel værdi
VillaVVilla Kingosvej 100  3000 Helsingør,2.150.000 kr.,22-10-2025Alm. Salg,72 m² 29.861 kr/m²,3,1955,-6%,Aktuel værdi
"FritidshusFFritidshus Dyssevænget 18, Asserballeskov  6440 Augustenborg",700.000 kr.,22-10-2025Alm. Salg,64 m² 10.938 kr/m²,4,1969,,Aktuel værdi
RækkehusRRækkehus Mølletoften 19  8700 Horsens,1.950.000 kr.,22-10-2025Alm. Salg,111 m² 17.568 kr/m²,4,1935,-2%,Aktuel værdi
VillaVVilla Lundtoftevej 15  9800 Hjørring,895.000 kr.,22-10-2025Alm. Salg,103 m² 8.689 kr/m²,4,1960,,Aktuel værdi
"VillaVVilla Solbakkevej 3, Dalby  3630 Jægerspris",1.850.000 kr.,22-10-2025Alm. Salg,147 m² 12.585 kr/m²,5,1895,-7%,Aktuel værdi
VillaVVilla Digevangen 10  4660 Store Heddinge,1.300.000 kr.,22-10-2025Alm. Salg,121 m² 10.744 kr/m²,4,1976,-10%,Aktuel værdi
VillaVVilla Højskolevej 1  2960 Rungsted Kyst,10.000.000 kr.,22-10-2025Alm. Salg,233 m² 42.918 kr/m²,8,1935,-20%,Aktuel værdi
VillaVVilla Gl. Vindingevej 240  5800 Nyborg,2.000.000 kr.,22-10-2025Alm. Salg,122 m² 16.393 kr/m²,5,1987,-7%,Aktuel værdi
"EjerlejlighedEEjerlejlighed Køgevej 56, 1.  4000 Roskilde",1.956.250 kr.,22-10-2025Andet,72 m² 27.170 kr/m²,1,1900,,Aktuel værdi
"VillaVVilla Bakkehøjvej 12, Askeby  4792 Askeby",1.150.000 kr.,22-10-2025Alm. Salg,114 m² 10.088 kr/m²,4,1936,-4%,Aktuel værdi
"VillaVVilla Ballebrovej 8, Hardeshøj  6430 Nordborg",820.000 kr.,22-10-2025Alm. Salg,153 m² 5.359 kr/m²,4,1961,-3%,Aktuel værdi
RækkehusRRækkehus Egevangshusene 335  2630 Taastrup,2.575.000 kr.,22-10-2025Alm. Salg,93 m² 27.688 kr/m²,4,1969,-4%,Aktuel værdi
VillaVVilla Strædet 4  3300 Frederiksværk,894.400 kr.,22-10-2025Fam. Salg,87 m² 10.280 kr/m²,4,1890,,Aktuel værdi
"VillaVVilla Damgårdvej 2, Tuesbøl  6650 Brørup",300.000 kr.,22-10-2025Alm. Salg,111 m² 2.703 kr/m²,3,1949,-24%,Aktuel værdi
VillaVVilla Strandbakken 10  5700 Svendborg,10.500.000 kr.,22-10-2025Alm. Salg,181 m² 58.011 kr/m²,5,1971,-4%,Aktuel værdi
VillaVVilla Egernvej 4  8700 Horsens,2.775.000 kr.,22-10-2025Alm. Salg,165 m² 16.818 kr/m²,4,1973,-4%,Aktuel værdi
"EjerlejlighedEEjerlejlighed Rossinisvej 6, 3. mf  2450 København SV",1.900.000 kr.,22-10-2025Alm. Salg,31 m² 61.290 kr/m²,1,1940,-5%,Aktuel værdi
VillaVVilla Blåbærvej 14  4735 Mern,1.675.000 kr.,22-10-2025Alm. Salg,157 m² 10.669 kr/m²,5,1978,-1%,Aktuel værdi
"EjerlejlighedEEjerlejlighed Mysundegade 5, 4. th  1668 København V",4.075.000 kr.,22-10-2025Alm. Salg,50 m² 81.500 kr/m²,2,1896,0%,Aktuel værdi
"EjerlejlighedEEjerlejlighed Richard Mortensens Vej 18B, st. tv  2300 København S",4.495.000 kr.,22-10-2025Alm. Salg,88 m² 51.080 kr/m²,4,2018,,Aktuel værdi
FritidshusFFritidshus Hvedevej 1  4874 Gedser,895.000 kr.,22-10-2025Alm. Salg,65 m² 13.769 kr/m²,3,1968,-10%,Aktuel værdi
VillaVVilla Digevænget 29  8330 Beder,3.000.000 kr.,22-10-2025Andet,213 m² 14.085 kr/m²,6,1979,,Aktuel værdi
VillaVVilla Carit Etlars Vej 30  7000 Fredericia,850.000 kr.,22-10-2025Alm. Salg,49 m² 17.347 kr/m²,2,1930,,Aktuel værdi
"VillaVVilla Kragelund Tværvej 7, Kragelund  8600 Silkeborg",1.820.000 kr.,22-10-2025Alm. Salg,203 m² 8.966 kr/m²,7,1969,-9%,Aktuel værdi
VillaVVilla G.C. Amdrups Vej 18  9210 Aalborg SØ,2.050.000 kr.,22-10-2025Alm. Salg,117 m² 17.521 kr/m²,5,1962,-1%,Aktuel værdi
VillaVVilla Absalonsgade 27  8600 Silkeborg,4.725.000 kr.,22-10-2025Alm. Salg,233 m² 20.279 kr/m²,8,1877,-5%,Aktuel værdi
"VillaVVilla Elkjærvej 9, Mejrup  7500 Holstebro",1.000.000 kr.,22-10-2025Alm. Salg,151 m² 6.623 kr/m²,5,1966,-9%,Aktuel værdi
VillaVVilla Vejlebyvej 57  4970 Rødby,575.000 kr.,22-10-2025Alm. Salg,120 m² 4.792 kr/m²,4,1880,-3%,Aktuel værdi
"VillaVVilla Thorsvej 1, Koldby  7752 Snedsted",600.000 kr.,22-10-2025Alm. Salg,232 m² 2.586 kr/m²,6,1973,-14%,Aktuel værdi
"VillaVVilla Bruskvej 6, Sanddal  7000 Fredericia",1.350.000 kr.,22-10-2025Alm. Salg,120 m² 11.250 kr/m²,4,1967,-3%,Aktuel værdi
RækkehusRRækkehus Bjørnebakken 15  3390 Hundested,1.795.000 kr.,22-10-2025Alm. Salg,99 m² 18.131 kr/m²,4,1976,,Aktuel værdi
"VillaVVilla Smedebakken 13, Hadbjerg  8370 Hadsten",3.795.000 kr.,22-10-2025Alm. Salg,174 m² 21.810 kr/m²,4,2021,-4%,Aktuel værdi
"VillaVVilla Kirsebærvej 8, Hørby  4300 Holbæk",1.800.000 kr.,22-10-2025Alm. Salg,139 m² 12.950 kr/m²,5,1965,,Aktuel værdi
VillaVVilla Dannebrogs Alle 7  2800 Kongens Lyngby,8.650.000 kr.,22-10-2025Alm. Salg,167 m² 51.796 kr/m²,5,1959,0%,Aktuel værdi
VillaVVilla Dragsbækvej 38  7700 Thisted,1.375.000 kr.,22-10-2025Alm. Salg,135 m² 10.185 kr/m²,5,1907,-5%,Aktuel værdi
VillaVVilla Nyportstræde 39  4600 Køge,7.120.000 kr.,22-10-2025Alm. Salg,150 m² 40.455 kr/m²,5,1977,,Aktuel værdi
"VillaVVilla Industrivej 12A, 1.  3550 Slangerup",3.900.000 kr.,22-10-2025Alm. Salg,82 m² 47.561 kr/m²,2,1975,,Aktuel værdi
"VillaVVilla Møllebrovej 19, Klokkerholm  9320 Hjallerup",775.000 kr.,22-10-2025Alm. Salg,159 m² 4.874 kr/m²,7,1953,4%,Aktuel værdi
"EjerlejlighedEEjerlejlighed Sofievej 14A, st. th  7700 Thisted",1.465.000 kr.,22-10-2025Alm. Salg,121 m² 12.107 kr/m²,3,1927,,Aktuel værdi
"VillaVVilla Industrivej 12, 1.  3550 Slangerup",3.900.000 kr.,22-10-2025Alm. Salg,50 m² 78.000 kr/m²,1,1985,,Aktuel værdi
"EjerlejlighedEEjerlejlighed Hobrovej 14, 1.  8990 Fårup",269.482 kr.,22-10-2025Andet,65 m² 4.146 kr/m²,2,1950,,Aktuel værdi
"VillaVVilla Kildemøllevej 26, Ellinge  5540 Ullerslev",445.000 kr.,22-10-2025Alm. Salg,120 m² 3.708 kr/m²,3,1848,-6%,Aktuel værdi
VillaVVilla Lille Bjerggade 3  6200 Aabenraa,925.000 kr.,22-10-2025Alm. Salg,96 m² 9.635 kr/m²,3,1946,-16%,Aktuel værdi
"VillaVVilla Pers Bro 6, Ommel  5960 Marstal",900.000 kr.,22-10-2025Alm. Salg,110 m² 8.182 kr/m²,4,1760,-10%,Aktuel værdi
"EjerlejlighedEEjerlejlighed Ørnevej 40, 1. tv  2400 København NV",3.420.200 kr.,22-10-2025Alm. Salg,49 m² 69.800 kr/m²,2,1936,4%,Aktuel værdi
VillaVVilla Bøgevænget 41  7800 Skive,1.250.000 kr.,22-10-2025Alm. Salg,156 m² 8.013 kr/m²,6,1967,-3%,Aktuel værdi
"VillaVVilla Vestervejen 58, Nordby  6720 Fanø",1.650.000 kr.,22-10-2025Alm. Salg,180 m² 9.167 kr/m²,6,1961,-17%,Aktuel værdi
"RækkehusRRækkehus Hjejlebakken 224, Snestrup  5210 Odense NV",2.395.000 kr.,22-10-2025Alm. Salg,106 m² 22.594 kr/m²,5,1969,,Aktuel værdi
VillaVVilla Vibevænget 2  5471 Søndersø,1.150.000 kr.,22-10-2025Alm. Salg,105 m² 10.952 kr/m²,3,1964,,Aktuel værdi
VillaVVilla Lenders Alle 3  6700 Esbjerg,4.425.000 kr.,22-10-2025Alm. Salg,88 m² 50.284 kr/m²,3,1961,,Aktuel værdi
"EjerlejlighedEEjerlejlighed Linnésgade 22E, 2.  1361 København K",7.300.000 kr.,22-10-2025Alm. Salg,89 m² 82.022 kr/m²,3,1885,-1%,Aktuel værdi
FritidshusFFritidshus Kamillevej 14  4750 Lundby,320.000 kr.,22-10-2025Alm. Salg,35 m² 9.143 kr/m²,2,1977,28%,Aktuel værdi
RækkehusRRækkehus Beate Becks Vej 2  6000 Kolding,1.950.000 kr.,22-10-2025Alm. Salg,102 m² 19.118 kr/m²,3,2000,-2%,Aktuel værdi
VillaVVilla Frederiksbergvej 43  4180 Sorø,3.450.000 kr.,22-10-2025Alm. Salg,163 m² 21.166 kr/m²,6,1920,-4%,Aktuel værdi
"VillaVVilla Marius Østergaardsvej 7, Tornby  9850 Hirtshals",1.900.000 kr.,22-10-2025Alm. Salg,115 m² 16.522 kr/m²,4,2009,-3%,Aktuel værdi
VillaVVilla Skovgårdsvænget 424  8310 Tranbjerg J,3.450.000 kr.,22-10-2025Alm. Salg,153 m² 22.549 kr/m²,4,1974,-4%,Aktuel værdi
"VillaVVilla Nr. Bjertvej 103A, th, Nr Bjert  6000 Kolding",2.000.000 kr.,22-10-2025Alm. Salg,176 m² 11.364 kr/m²,4,1941,-13%,Aktuel værdi
"FritidshusFFritidshus Blåbærvej 10, Hostrup  7860 Spøttrup",995.000 kr.,22-10-2025Alm. Salg,48 m² 20.729 kr/m²,4,1972,,Aktuel værdi
RækkehusRRækkehus Olsbækhave 6  2670 Greve,1.550.000 kr.,22-10-2025Fam. Salg,96 m² 16.146 kr/m²,3,1995,,Aktuel værdi
"VillaVVilla Svejbæk Banesti 12, Sejs-Svejbæk  8600 Silkeborg",2.600.000 kr.,22-10-2025Alm. Salg,144 m² 18.056 kr/m²,5,1950,-4%,Aktuel værdi
"EjerlejlighedEEjerlejlighed Tordenskjoldsgade 96, 1.  8200 Aarhus N",3.573.000 kr.,22-10-2025Alm. Salg,71 m² 50.324 kr/m²,3,1909,-1%,Aktuel værdi
"FritidshusFFritidshus Øerkrogvejen 2, 622  8400 Ebeltoft",1.360.000 kr.,22-10-2025Alm. Salg,70 m² 19.429 kr/m²,3,1988,-9%,Aktuel værdi
FritidshusFFritidshus Falkevej 73  4872 Idestrup,2.300.000 kr.,22-10-2025Alm. Salg,70 m² 32.857 kr/m²,4,2019,-4%,Aktuel værdi
"EjerlejlighedEEjerlejlighed Næsborgvej 64, 1. tv  2650 Hvidovre",2.480.000 kr.,22-10-2025Alm. Salg,73 m² 33.973 kr/m²,3,1966,-5%,Aktuel værdi
VillaVVilla Grønlandsvej 8  9900 Frederikshavn,725.000 kr.,22-10-2025Alm. Salg,148 m² 4.899 kr/m²,5,1967,,Aktuel værdi
VillaVVilla Odinsvej 8  6840 Oksbøl,2.100.000 kr.,22-10-2025Alm. Salg,173 m² 12.139 kr/m²,5,2001,,Aktuel værdi
